"288","They considered that he was the professor"
"289","I considered the matter closed"
"290","He considered whether he should come"
"291","He considered what he should do"
"292","He considered what to do"
"293","He considered smoking"
"294","They considered him stupid"
"295","They considered him professor"
"296","They considered him for professor"
"297","He considered whether to clean the house"
"298","They considered the children found"
"299","John and Sarah conspired"
"300","John conspired with Sarah"
"301","John conspired against her"
"302","The US conspired to overthrow the UN"
"303","I spent all that time"
"304","I spent the time worrying about the future"
"305","I spent the time on worrying about the future"
"306","I spent the time on worries"
"307","Italy borders France"
"308","Italy and France touch"
"309","DEC has often dominated"
"310","He continued to pack"
"311","The storm continued"
"312","He continued"
"313","The party continued until 8 PM"
"314","We continued until 8 PM"
"315","We contributed our paycheck to her"
"316","I donated my house (to somebody)"
"317","He is willing to sacrifice to the arbitrage trader some small profit"
"318","She distributed the money among oversea units"
"319","He donated directly to JSP members"
"320","Some of the members may donate privately"
"321","The standoff over abortion is certain to contribute to further delays"
"322","They will reimburse them up to $500"
"323","He reimbursed members"
"324","He converted to believing in Buddha"
"325","He converted to Buddhism"
"326","He converted"
"327","I converted him"
"328","I converted him to believing in Buddha"
"329","I converted him into believing in Buddha"
"330","I converted him to Buddhism"
"331","He converted to believing into Buddha"
"332","He converted from Christianity to Buddhism"
"333","Jennifer baked the potatoes"
"334","Jennifer baked the potatoes in the oven"
"335","The potatoes baked"
"336","Idaho potatoes bake beautifully"
"337","This oven bakes potatoes"
"338","Jennifer boiled the pot dry"
"339","Jennifer boiled the pot dry on the stove"
"340","Jennifer baked the potatoes to a crisp"
"341","Jennifer baked the potatoes to a crisp in the oven"
"342","Pots boil dry"
"343","Potatoes bake to a crisp"
"344","Pots boil dry on the stove"
"345","Potatoes bake to a crisp in the oven"
"346","They collaborated on the task"
"347","John collaborated with Paul on the task"
"348","They collaborated in the task"
"349","John collaborated with Paul in the task"
"350","They collaborated in finishing the task"
"351","They participated in the task"
"352","They participated in finishing the task"
"353","They worked on the task"
"354","John worked with Paul on the task"
"355","They worked at finishing the task"
"356","John worked with Paul at finishing the task"
"357","He managed with dealing the cards"
"358","He managed"
"359","He managed the climb"
"360","He alternates with keeping them"
"361","We alternated it with keeping them locked up"
"362","They agreed"
"363","They agreed about his coming"
"364","They agreed about whether he should go"
"365","They agreed about what should be done"
"366","They agreed about whether to go"
"367","They agreed about what to do"
"368","They agreed about it"
"369","They agreed with him about whether he should kill the peasants"
"370","They agreed with him about what he should do"
"371","They agreed with him about what to do"
"372","They agreed with him about whether to go"
"373","They agreed with him about it"
"374","We agreed what he should do"
"375","They agreed with her how it should be done"
"376","They agreed with her how to do it"
"377","We agreed what to do"
"378","We agreed whether he should come"
"379","We debated whether to clean the house"
"380","The book costs $10"
"381","The bill will cost them 500 million dollars"
"382","Jennifer craned her neck"
"383","Jennifer wagged her finger at the naughty child"
"384","Jennifer rolled her eyes at his behavior"
"385","David constructed a house"
"386","David constructed a house out of sticks"
"387","David dug a hole for me"
"388","They designed the Westinghouse-Mitsubishi venture as a non-equity transaction"
"389","David dug me a hole"
"390","The princess curtseyed"
"391","The princess curtseyed to the queen"
"392","The princess curtseyed her assent"
"393","The princess curtsied her assent to the queen"
"394","The cook deboned the fish"
"395","The president declared Smith foolish"
"396","The president declared Smith professor"
"397","The president maintained Smith to be a good man"
"398","The president judged the matter closed"
"399","The president maintained that the matter was closed"
"400","The president declared what we should do"
"401","The president declared what to do"
"402","The president declared John as stupid"
"403","John declared how he did it"
"404","John declared how to do it"
"405","John judged whether he should come"
"406","John judged whether to clean the house"
"407","John professed loving the miscreants"
"408","The president proclaimed how we should work"
"409","The president proclaimed how to do it"
"410","I dedicated myself to helping us"
"411","I dedicated myself to the cause"
"412","I defended them"
"413","I defended them against the charges"
"414","I defended building the house"
"415","I defended their building the house"
"416","The Romans destroyed the city"
"417","The builders destroyed the warehouse with explosives"
"418","The explosives destroyed the warehouse"
"419","Cynthia devoured the pizza"
"420","Cynthia swilled the beverage"
"421","The winter schedule differed from the spring schedule"
"422","This flyer and that flyer differ"
"423","Cynthia breakfasted"
"424","Cynthia breakfasted on peaches"
"425","The crowd vanished"
"426","?There vanished from the library a valuable manuscript"
"427","I unscrewed the handle"
"428","I unscrewed the handle from the box"
"429","That new handle unscrews easily"
"430","I discovered how she did it"
"431","I discovered how to do it"
"432","I discovered the fleece"
"433","I discovered that it didn't make sense"
"434","I discovered what he should do"
"435","I discovered what to do"
"436","I discovered about him drinking"
"437","I discovered from them how she did it"
"438","I discovered from them how to do it"
"439","I discovered from him about whether he should kill the peasants"
"440","I discovered from him about what he should do"
"441","I learned from him about what to do"
"442","I discovered from him about whether to go"
"443","I learned"
"444","I learned about his drinking"
"445","I learned about what he drank"
"446","I learned about the drinking"
"447","I learned about it from a book"
"448","Marlene dressed"
"449","Marlene dressed the baby"
"450","Marlene dressed herself"
"451","She spruced herself up before the job interview"
"452","She spruced up herself before the job interview"
"453","Amanda drove the package"
"454","Amanda drove the package to New York"
"455","Amanda drove the package from home"
"456","Amanda drove the package from home to New York"
"457","Amanda drove the package to New York from home"
"458","Amanda flew me the package"
"459","Amanda shuttled her children"
"460","Amanda shuttled her children from Philadelphia"
"461","Amanda shuttled the children to school"
"462","Amanda trucked the package from Philadelphia to her mother's house"
"463","Amanda trucked the package to her mother's house from Philadelphia"
"464","The captain named the ship Seafarer"
"465","The captain baptized the ship"
"466","They named it after Ira Cohen"
"467","They named it for Charlie Brown"
"468","Cynthia ate the peach"
"469","Cynthia ate"
"470","Cynthia ate at the peach"
"471","Cynthia ate herself sick"
"472","He ate off of the table"
"473","Cynthia drank the wine"
"474","Cynthia drank"
"475","Cythia drank herself sick"
"476","He drank out of the goblet"
"477","I cannot impose my opinion"
"478","I cannot impose that I get what I want"
"479","Racial inequality engenders conflict"
"480","The bug causes the chip to give wrong answers for some mathematical calculations"
"481","The roses bloomed"
"482","The beer foamed"
"483","A fire raged in the mountains"
"484","There raged a fire"
"485","All through the mountains raged a fire"
"486","The garden flowered with roses"
"487","Brown equipped Jones with a camera"
"488","Brown equipped his soldiers"
"489","The huge load burdened the mule"
"490","The convict escaped"
"491","The convict escaped from the prison"
"492","The convict escaped the prison"
"493","Her performance exceeds our expectations"
"494","Her performance exceeds ours in brilliance"
"495","Gwen exchanged the dress for a shirt"
"496","Twenty couples exchanged rings"
"497","He swapped between the two"
"498","Cathay is swapping equity stakes with the U.S. carrier"
"499","She exchanged her purchase"
"500","One bell can swap places with another"
"501","The bells traded places"
"502","They tend to substitute for more mundane things"
"503","Paul exhaled"
"504","Paul exhaled a breath"
"505","Paul inhaled"
"506","Paul inhaled water"
"507","Unicorns don't exist on Earth"
"508","Unicorns don't exist"
"509","I endured the routine heavy traffic"
"510","Teresa bottlefed the baby"
"511","Teresa bottlefed soy milk to the baby"
"512","Teresa bottlefed the baby soy milk"
"513","I ferreted the secret out of him"
"514","Leslie staffed the store with employees"
"515","Leigh swaddled the baby in blankets"
"516","The employees staffed the store"
"517","Leslie staffed the store"
"518","CFC's pollute"
"519","Each room sleeps five people"
"520","We sleep five people in each room"
"521","Sharon flinched"
"522","Sharon flinched at the sight of the accident"
"523","The hygienist flossed my teeth"
"524","I flossed"
"525","She flossed her teeth with floss"
"526","She brushed with a toothbrush"
"527","We focused on it"
"528","We focused on reading the book"
"529","We focused on what he wanted"
"530","We focused on what to do"
"531","The rules forbid us from smoking"
"532","The rules forbid our smoking"
"533","The rules forbid smoking"
"534","The rules forbid it"
"535","I forced him"
"536","I forced him into coming"
"537","I forced John into the chairmanship"
"538","I forced him to come"
"539","It freed him of guilt"
"540","It freed him of feeling guilt"
"541","Brown presented a plaque to Jones"
"542","Brown presented Jones with a plaque"
"543","Brown presented the plaque"
"544","Hess supplied its customers"
"545","Hess provides for its customers"
"546","I funneled the mixture into the bottle"
"547","I spooned the sauce there"
"548","We dipped the vegetables in the water"
"549","We dipped the dog for parasites"
"550","He wedged the diamond between shifting dunes"
"551","The company is wedging into new markets"
"552","We offered our paycheck to her"
"553","I promised my house (to somebody)"
"554","I promised somebody my time"
"555","The House allocated more than $1.8 million for the pensions and expenses of former presidents"
"556","Carmen bought a dress"
"557","Carmen bought a dress from Diana"
"558","Carmen bought a dress for Mary"
"559","Carmen bought Mary a dress"
"560","Carmen bought a dress for $50"
"561","$50 won't even buy a dress"
"562","FMC has bought 565\,000 shares from Nortek Inc. at $23.50 a share"
"563","John earned $10 million on proceeds from the sale"
"564","They lent a bicycle to me"
"565","They lent me a bicycle"
"566","I leased my house (to somebody)"
"567","The bank lent to fewer customers"
"568","He leased the car for $200 a week"
"569","I leased the car to my friend for $5 a month"
"570","I leased him the car for $250 a month"
"571","Cynthia gobbled the pizza"
"572","Cynthia gobbled the pizza up"
"573","Cynthia gobbled the pizza down"
"574","Cynthia quaffed her mead"
"575","Cynthia quaffed down the mixture"
"576","Cynthia gorged on peaches"
"577","Sheila groomed the horse"
"578","That acorn will grow into an oak tree"
"579","An oak tree will grow from that acorn"
"580","The gardener grew an oak tree from that acorn"
"581","The gardener grew that acorn into an oak tree"
"582","I helped him"
"583","I helped him with homework"
"584","I helped him with finishing the homework"
"585","I helped him to finish the homework"
"586","I helped with finishing the homework"
"587","I helped with the homework"
"588","The kids are assembling"
"589","The teacher gathered the kids"
"590","The teacher gathered the kids together"
"591","Paul hiccuped"
"592","Paula hit the ball"
"593","Paula hit the ball with a stick"
"594","Paula hit the sticks together"
"595","Paul kicked the door open"
"596","Paul hit the door open with his foot"
"597","Paul hit the window to pieces"
"598","Paul hit the window to pieces with a hammer"
"599","Paul hit at the window"
"600","Paul hit at the window with an open hand"
"601","Paula hit the stick against/on the fence"
"602","The stick hit the fence"
"603","The stick hit the door open"
"604","The hammer hit the window to pieces"
"605","Paul hit her elbow"
"606","Paul hit her elbow on the doorknob"
"607","She held the rail"
"608","She held him by the arm"
"609","She held his arm"
"610","I hunted the woods for game"
"611","I hunted for game in the woods"
"612","I hunted in the woods for game"
"613","I hunted game in the woods"
"614","I was hunting game"
"615","I was hunting"
"616","Tessa hurt/sprained her ankle"
"617","My ankle twisted"
"618","Tessa hurt herself"
"619","The jeweler decorated the ring"
"620","The jeweler decorated the ring with the name"
"621","Smith inscribed his name on the ring"
"622","Smith inscribed the ring with his name"
"623","Smith was inscribing the rings"
"624","Smith inscribed his name"
"625","Smith was inscribing"
"626","This indicates how she did it"
"627","This indicates how to do it"
"628","This indicates it"
"629","This indicates whether he is the thief"
"630","This indicates what he should do"
"631","This indicates to us that they had stolen money"
"632","This indicates to me whether they did it"
"633","This indicates to me what he is"
"634","This indicates to us how it happended"
"635","This indicates him to be the thief"
"636","I asked how she did it"
"637","I asked how to do it"
"638","I asked"
"639","I asked him"
"640","I asked a question"
"641","I asked him about it"
"642","I asked him whether he was going"
"643","I asked him what he was doing"
"644","I asked him whether to clean the house"
"645","He asked him what to do"
"646","He asked about whether he wanted to go"
"647","He asked him about what he wanted"
"648","He asked about whether to go"
"649","He asked about what to do"
"650","I asked about it"
"651","He asked of her how it works"
"652","He asked of her how to do it"
"653","He asked of her about whether he should kill the peasants"
"654","He asked of her about what he should do"
"655","He asked of her about what to do"
"656","I asked of him about whether to go"
"657","He asked whether he should come"
"658","He asked what he should do"
"659","He asked whether to clean the house"
"660","He asked what to do"
"661","He asked him how he came"
"662","Heather cabled the news"
"663","Heather cabled\, 'Come immediately.'"
"664","Heather cabled Sara"
"665","Heather cabled the news to Sara"
"666","Heather cabled Sara the news"
"667","Heather cabled Sara\, 'Come immediately.'"
"668","Heather cabled to Sara\, 'Come immediately.'"
"669","Heather cabled Sara about the situation"
"670","Heather cabled that the party would be tonight"
"671","Heather cabled when to send the package"
"672","Heather cabled to come"
"673","Heather cabled Sara that the party would be tonight"
"674","Heather cabled Sara when to send the package"
"675","Heather cabled Sara to come"
"676","Heather cabled to Sara that the party would be tonight"
"677","Heather cabled to Sara when to send the package"
"678","Heather cabled to Sara to come"
"679","Heather cabled for Sara to come"
"680","We investigated the area for bombs"
"681","We inspected the area"
"682","They praised the volunteers"
"683","They praised the volunteers for their dedication"
"684","They praised the volunteer's dedication"
"685","I judged him as a good man"
"686","I judged him to be a good man"
"687","Michelle kept the papers in the desk"
"688","Many small investors in Belgium store securities"
"689","The dough twirled into a pretzel"
"690","Rhoda learned French from an old book"
"691","Rhoda learned from an old book"
"692","Kissinger learned his lesson"
"693","She studied"
"694","The defense also learned that college-educated people were uncharacteristically conservative"
"695","The president learned of a coup plot that might endanger his life"
"696","We abandoned the area"
"697","The crowd left"
"698","She lectured about traveling"
"699","She lectured"
"700","She lectured about her travels"
"701","She lectured about her traveling"
"702","She dwelled on her travels"
"703","She dwelled on her travelling"
"704","The jewel sparkled"
"705","Jewels sparkled on the crown"
"706","The crown sparkled with jewels"
"707","There sparkled a magnificent diamond on his finger"
"708","On his finger there sparkled a magnificent diamond"
"709","The stagehand flashed the lights"
"710","The lack of money limited the help"
"711","The lack of money limited them to helping to our peers"
"712","The lack of money limited the help to our peers"
"713","The lack of money limited them to help their peers only"
"714","Sasha dawdled in the museum"
"715","Sasha dawdled over lunch"
"716","He delayed the watering"
"717","Cornelia lodged with the Stevensons"
"718","Cornelia lodged at Mrs. Parker's"
"719","We camped there"
"720","John oft hankered to move up the corporate ladder"
"721","Danny longs for a sunny day"
"722","Danny yearns after sunny days"
"723","Susan whispered"
"724","Susan whispered to/at Rachel"
"725","Susan whispered about the party"
"726","Susan whispered the news/a few words"
"727","Susan whispered\, 'Leave the room.'"
"728","Susan whispered the news/a few words to/at Rachel"
"729","Susan whispered that the party would be tonight"
"730","Susan whispered how to avoid the crowd"
"731","Susan whispered to come"
"732","Susan whispered to Rachel that the party would be tonight"
"733","Susan whispered to Rachel how to avoid the crowd"
"734","Susan whispered to Rachel to come"
"735","Susan whispered for me to come"
"736","Susan whispered to Rachel\, 'Leave the room.'"
"737","Bill and Kathy married"
"738","Bill married Kathy"
"739","The beauty of the Grand Canyon has been marveled over by countless tourists"
"740","I will suffer"
"741","Megan marveled at the Grand Canyon"
"742","We cared about the opera"
"743","I grieve for my departed Juliet"
"744","I suffered from occasional blackouts"
"745","I delighted in such pleasant pursuits"
"746","I certainly approved of Mary's acquaitance"
"747","I grooved on David Lynch films"
"748","I anguished over Aslan's pain"
"749","I reacted to the experience violently"
"750","Dina masqueraded as a lawyer"
"751","Dina acted like a cretin"
"752","They serve a restricted role on the bench"
"753","He had served in financial planning positions"
"754","It matters"
"755","It matters to me"
"756","It matters to me that they were wrong"
"757","It matters that they left"
"758","That he came matters"
"759","The river runs through the valley"
"760","Through the valley meanders the river"
"761","There meanders through the valley a river"
"762","There meanders a river through the valley"
"763","Brenda met with Molly"
"764","Brenda and Molly met"
"765","Anne met Cathy"
"766","The committee met"
"767","Brenda fought with Molly"
"768","Brenda and Molly fought"
"769","Anne fought Cathy"
"770","The populace fought"
"771","Herman mixed the eggs with the cream"
"772","Herman mixed the eggs"
"773","Herman mixed the eggs and the cream together"
"774","The eggs mixed with the cream"
"775","Eggs mix well with cream"
"776","Eggs mix well"
"777","Eggs and cream mix well together"
"778","The eggs and the cream mixed"
"779","The eggs and the cream mixed together"
"780","Herman added a computer to the network"
"781","Herman connected the computers"
"782","Herman connected the computers together"
"783","This computer will connect well to the network"
"784","These computers connected well"
"785","These computers connected well together"
"786","My computer connected to his computer"
"787","Our computers connected"
"788","Our computers connected together"
"789","A flag fluttered"
"790","Brutus murdered Julius Cesar"
"791","Caesar killed Brutus with a knife"
"792","The DDT killed the insects"
"793","I neglected to do the job"
"794","I neglected the job"
"795","I managed to do the job"
"796","I managed the job"
"797","They rowed"
"798","They rowed along the canal"
"799","He rowed Penny across the lake"
"800","He drove Penny"
"801","Penny rowed her palms raw"
"802","Penny rowed her palms to shreds"
"803","He rode her seasick"
"804","He rode her to sickness"
"805","They rowed the canals of Venice"
"806","Paul laughed"
"807","Paul laughed a cheerful laugh"
"808","She laughed her excitement"
"809","Carmen obtained the spare part"
"810","Carmen obtained the spare part from Diana"
"811","Carmen purchased a dress for $50"
"812","$50 won't even purchase a dress"
"813","A serious accident happened"
"814","There happened a serious accident"
"815","A serious accident happened in front of them"
"816","In front of them happened a serious accident"
"817","It occurred that they left"
"818","He ordered John"
"819","He ordered John to eat his sloth"
"820","John ordered that she come immediately"
"821","He ordered that she should come immediately"
"822","The king knighted the brave soldier"
"823","Bill dried the clothes"
"824","Bill dried the clothes with a hairdryer"
"825","The clothes dried"
"826","Cotton clothes dry easily"
"827","The hairdryer dried the clothes"
"828","The clothes dried wrinkled"
"829","Tony broke the piggy bank open with a hammer"
"830","Tony broke the glass to pieces"
"831","Tony broke the glass to pieces with a hammer"
"832","Piggy banks break open"
"833","Glasses break to pieces"
"834","Piggy banks break open with a hammer"
"835","Glasses break to pieces with a rock"
"836","My eyes are itching"
"837","My eyes are itching me"
"838","My eyes are itching from the smoke"
"839","He paid 5000 pounds for the car"
"840","He paid 5000 pounds"
"841","We peered at the baby"
"842","Steve pelted Anna with Acorns"
"843","Steve pelted Anna"
"844","Sandy sang a song"
"845","Sandy sang"
"846","Sandy sang a song to me"
"847","Sandy sang a song for me"
"848","Sandy sang me a song"
"849","Claire drew a picture"
"850","Claire draws"
"851","Claire drew a picture for me"
"852","Claire drew me a picture"
"853","The cook boned the fish"
"854","Lydia pocketed the change"
"855","Lydia pocketed the change in her left pocket"
"856","I landed in Russia"
"857","The plane landed"
"858","I landed there"
"859","The witch poisoned Snow White"
"860","The Boston Strangler strangled his victims dead"
"861","The Boston Strangler strangled his victims to death"
"862","The queen poisoned Snow White with an apple"
"863","Allison poked the cloth"
"864","Allison poked the needle through the cloth"
"865","Allison poked the cloth with the needle"
"866","Allison poked at the cloth"
"867","Allison poked at the cloth with the needle"
"868","The needle poked the cloth"
"869","Tamara poured water into the bowl"
"870","Tamara poured water here"
"871","Water poured onto the plants"
"872","Maria poured water from the bowl into the cup"
"873","Water poured from the bowl into the cup"
"874","Donna fixed a sandwich"
"875","Donna fixed me a sandwich"
"876","Donna fixed a sandwich for me"
"877","Donna grilled steaks"
"878","Donna grilled me steaks"
"879","Donna grilled steaks for me"
"880","The dealer valued the book"
"881","The dealer valued the book at $200"
"882","Nora heaved the chair"
"883","Nora yanked the button loose"
"884","Nora jerked at the wall"
"885","Nora pushed through the crowd"
"886","Nora pushed her way through the crowd"
"887","I put the book on/under/near the table"
"888","I put the book here/there"
"889","I stashed the book"
"890","They put upon me a brilliant\, red helm"
"891","I lifted the books"
"892","I lifted the books onto the table"
"893","I dropped the books here"
"894","They reached the hill"
"895","I presented a solution"
"896","I presented a solution to him"
"897","A solution presented itself yesterday"
"898","He refrained"
"899","He refrained from eating"
"900","He refrained from the lurid activity while in the lady's company"
"901","The package weighed ten pounds"
"902","I weighed the package"
"903","She relies on coming back in time"
"904","She relies on him coming back in time"
"905","She relies on him to help"
"906","She relies on his helping"
"907","She relies on it"
"908","I cannot risk my job"
"909","I cannot risk that I get into trouble"
"910","I cannot risk smoking"
